title,price,bed,bath,size,address
"Buy This 2935 Square Feet Flat Available In Bashundhara R-a, Block B",33800000,4,5,"2,935","Block B, Bashundhara R-A, Dhaka"
"Buy This 2935 Square Feet Flat In Bashundhara R-a, Block B",33800000,4,5,"2,935","Block B, Bashundhara R-A, Dhaka"
Ideal 3 Bedroom Flat Is Available For Sale In Lalmatia.,33600000,3,4,"2,100","Lalmatia, Dhaka"
Looking For A 3 Bedroom Flat In Lalmatia? Check This One.,33600000,3,4,"2,100","Lalmatia, Dhaka"
A Relaxing 2100 Sq Ft Residential Property Is Up For Sale At Banani DOHS,33600000,3,3,"2,100","Banani DOHS, Dhaka"
Well-constructed Apartment Is Ready For Sale At Dhanmondi Nearby Dhanmondi Model Thana,33500000,3,3,"2,300","Dhanmondi, Dhaka"
"Buy This 2390 Sq Ft Ready Flat In Uttara, Setion-3",33500000,4,4,"2,390","Sector 3, Uttara, Dhaka"
Your New Home Is Waiting For You In This Lovely Apartment For Sale At Bashundhara R-a Nearby Kagojer Ishkool,33000000,3,3,"2,950","Block D, Bashundhara R-A, Dhaka"
"In The Prime Location Of Gulshan, A Flat Is Up For Sale Covering An Area Of 2015 Sq Ft",33000000,3,3,"2,015","Gulshan 1, Gulshan, Dhaka"
A Convenient Flat Of 1834 Square Feet Is Ready For Sale In Gulshan 1,33000000,3,3,"1,834","Gulshan 1, Gulshan, Dhaka"
"At Baridhara-block K , This 1800 Sq Ft Nice Flat Is Up For Sale Within Your Affordability",33000000,3,3,"1,800","Block K, Baridhara, Dhaka"
Grab A 3 Bedroom Flat For Sale At Lalmatia,33000000,3,4,"2,060","Lalmatia, Dhaka"
Three Bed Good Location Flat For Sale At Lalmatia,33000000,3,4,"2,060","Lalmatia, Dhaka"
"3650 Square Feet Spacious Residential Apartment Is Up For Sale In Block C , Bashundhara R-A .",33000000,4,5,"3,650","Block C, Bashundhara R-A, Dhaka"
2536 Square Feet And 3 Bedroom Residential Apartment For Sale At Lake Drive Road-Uttara .,32600000,3,3,"2,536","Sector 7, Uttara, Dhaka"
1920 Sq Ft Adequate Residential Apartment Is For Sale In Dhanmondi With Satisfactory Price.,32500000,3,4,"1,920","Dhanmondi, Dhaka"
2112 Sq. Ft. flat is now up to Sale located near to New Model Degree College in Dhanmondi,32200000,3,3,"2,112","Dhanmondi, Dhaka"
Ready Apartment Of 2250 Sq Ft Is Now Available To Sale In Banani,32000000,3,3,"2,250","Banani, Dhaka"
A Relaxing 1870 Sq Ft Residential Property Is Up For Sale At Uttara-3,32000000,3,4,"1,870","Sector 3, Uttara, Dhaka"
Visit This Apartment For Sale Covering An Area Of 2250 Sq Ft In Dhanmondi Near Bangladesh Medical College.,32000000,3,4,"2,250","Dhanmondi, Dhaka"
2680 Square Feet Spacious Apartment For Sale In Banani,32000000,3,4,"2,680","Banani, Dhaka"
2015 Square Feet Flat Is Ready For Sale In Gulshan 1,32000000,3,3,"2,015","Gulshan 1, Gulshan, Dhaka"
"Have A Look At This 1750 Sq Ft Property Which Is Up For Sale Located At Block A, Lalmatia",32000000,3,3,"1,750","Block A, Lalmatia, Dhaka"
This 2141 Sq. Ft Flat in Banani for Sale Which Is Near To Banani Clinic Limited.,32000000,3,4,"2,141","Banani, Dhaka"
1729 Square Feet Flat Is Ready For Sale In Banani Dohs,32000000,3,3,"1,729","Banani DOHS, Dhaka"
2150 Sq Ft Flat Is Now Vacant For Sale In Khilgaon,32000000,4,3,"2,150","Taltola, Khilgaon, Dhaka"
2449 Square Feet Beautiful Apartment Is Ready For Sales In A Prime Location Of Dhanmondi,32000000,4,5,"2,449","Dhanmondi, Dhaka"
Buy This Spacious And Modern Flat Of 2950 Square Feet In Bashundhara R-a,32000000,4,5,"2,950","Block C, Bashundhara R-A, Dhaka"
"Offering You 3200 Sq Ft Flat For Sale In Gulshan, Road No 6",32000000,4,4,"3,200","Gulshan 1, Gulshan, Dhaka"
See This Apartment Is Up For sale At Bashundhara R-A Near Sunflower School And College.,32000000,4,5,"2,950","Block C, Bashundhara R-A, Dhaka"
Pick Your Destination at 2700 Sq Ft Flat Which Is Available For Sale in Bashundhara R-A,32000000,5,4,"2,700","Block C, Bashundhara R-A, Dhaka"
"For You 2760 Sq Ft Flat Is Now For Sale In Block B, Bashundhara R-A",31700000,4,5,"2,760","Block B, Bashundhara R-A, Dhaka"
"Covering 2760 Sq Ft Space Flat Is Up To Sale In Block B, Bashundhara R-A",31700000,4,5,"2,760","Block B, Bashundhara R-A, Dhaka"
"New With A View – 2760 Sq Ft Flat For Sale in Block B, Bashundhara R-A",31700000,4,5,"2,760","Block B, Bashundhara R-A, Dhaka"
Appealing Property In Bashundhara R-A – 2760 Sq Ft Flat For Sale,31700000,4,5,"2,760","Block B, Bashundhara R-A, Dhaka"
Property For Sale In Bashundhara R-A– 2760 Sq Ft Apartment,31700000,4,5,"2,760","Block B, Bashundhara R-A, Dhaka"
Plan To Move In This 2159 Sq Ft Flat Which Is Up To Sale In Dhanmondi Central Road.,31500000,3,4,"2,159","Dhanmondi, Dhaka"
"At Dhanmondi, Nice 2300 Sq Ft Flat Up For Sale Near Dhanmondi Model Thana",31500000,3,3,"2,300","Dhanmondi, Dhaka"
Check This Fine Looking Flat Of 1968 Sq Ft Offered For Sale In Dhanmondi,31500000,3,3,"1,968","Dhanmondi, Dhaka"
2536 Square Ft Residential Apartment For Sale At Lake Drive Road-Uttara .,31500000,3,3,"2,536","Sector 7, Uttara, Dhaka"
"Beautiful Apartment Of 2250 Sq Ft Is Up For Sale In Sector 4, Uttara Close To Uttara Residential School & College",31500000,3,3,"2,250","Sector 4, Uttara, Dhaka"
Look At This Nice 3150 Sq Ft Flat Is Up For Sale At Shantinagar,31500000,7,8,"3,150","Shantinagar, Dhaka"
An Apartment For Sale Is All Set For You To Settle In Eskaton Close To Eskaton Garden High School,31200000,3,3,"2,603","Eskaton, Dhaka"
"Make This 2603 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In New Eskaton Road.",31200000,3,3,"2,603","Eskaton, Dhaka"
"2310 Sq Ft Apartment For Sale In Mirpur Dohs, Avenue 1",31200000,4,4,"2,310","Avenue 1, Mirpur DOHS, Mirpur, Dhaka"
A 2200 Sq Ft Residence In Banani DOHS Is Presently Available For Sale,31000000,3,3,"2,200","Banani DOHS, Dhaka"
Buy This 2113 Sq Ft Fabulous Flat In Dhanmondi,31000000,3,4,"2,113","Dhanmondi, Dhaka"
Buy This Standard Flat Of 2302 Square Feet In Banani,31000000,3,3,"2,302","Banani, Dhaka"
2242 Square Feet Flat Is Ready For Sale In The Great Arena Of Banani,31000000,3,4,"2,242","Banani, Dhaka"
"2876 Sq Ft Apartment For Sale In Bashundhara R-a, Near North South University",31000000,3,4,"2,876","Block D, Bashundhara R-A, Dhaka"
"2300 Sq Ft Nicely Planned Apartment Is Available For Sale In Outer Circular Road, Shiddheswari",31000000,4,4,"2,300","Shiddheswari, Dhaka"
2450 Square Feet Residential Apartment Up For Sale At Uttara -11.,31000000,4,4,"2,450","Sector 11, Uttara, Dhaka"
"Get A Look At This Lovely Flat For Sale Featuring 2300 Sq Ft In Outer Circular Road, Shiddheswari",31000000,4,4,"2,300","Shiddheswari, Dhaka"
3150 Sq Ft Apartment Is Up For Sale In Bashundhara Nearby Bashundhara Eye Hospital,31000000,4,4,"3,150","Block C, Bashundhara R-A, Dhaka"
"Imagine a spacious flat that comes with your affordability yes this 2380 SQ Ft beautiful apartment up for sale in Bashundhara, near Playpen School Junior Section is definitely that one.",30900000,4,5,"2,380","Block D, Bashundhara R-A, Dhaka"
Get Ready For Your Countless Peaceful Days With This 2190 Sq Ft Flat At Uttara-4 Is Up To Sale,30700000,3,3,"2,190","Sector 4, Uttara, Dhaka"
"Exclusive 2,050 sq ft Flat Available for Sale in Uttara",30500000,3,4,"2,050","Sector 4, Uttara, Dhaka"
Unique 2050 sq ft Flat Is Ready For Sale In Uttara,30500000,3,4,"2,050","Sector 4, Uttara, Dhaka"
3 Bedroom Residential Apartment Is On Sale In Lalmatia,30500000,3,3,"1,802","Lalmatia, Dhaka"
1850 Square Feet Flat Is Ready For Sale In A Vibrant Locality Of Gulshan 2,30500000,3,3,"1,850","Gulshan 2, Gulshan, Dhaka"
"Vacant For Sale In Mohammadpur, A 2180 Sq. Ft. Well Defined Flat",30500000,4,4,"2,180","Mohammadpur, Dhaka"
2337 Sq Ft Favorable Under Construction Apartment For Sale In Kathalbagan,30400000,4,4,"2,337","Kathalbagan, Dhaka"
Modern 1550 Square Feet Apartment For Sale In Banani,30000000,3,3,"1,550","Banani, Dhaka"
Wonderful Flat Of 2200 Sq Ft Is Available For Sale In Dhanmondi,30000000,3,3,"2,200","Dhanmondi, Dhaka"
A Very Well-fitted Apartment Is Here Sited At Dhanmondi Featuring 3300 Sq Ft Space For Sale,30000000,3,4,"3,300","Dhanmondi, Dhaka"
2380 Sq Ft Residential Apartment For sale At Gulshan 2,30000000,3,3,"2,380","Gulshan 2, Gulshan, Dhaka"
Beautiful Apartment Is Ready For Sale In Banani,30000000,3,3,"2,590","Banani, Dhaka"
An Apartment Which Is Up For Sale At Uttara Near To International Hope School Bangladesh,30000000,3,3,"1,680","Sector 4, Uttara, Dhaka"
"Apartment of 2200 SQ FT for Sale in Mirpur DOHS, near Shagufta",30000000,3,4,"2,200","Avenue 4, Mirpur DOHS, Mirpur, Dhaka"
Visit This Apartment For Sale In Bashundhara R-a Near Bank Asia Limited,30000000,4,5,"3,500","Block A, Bashundhara R-A, Dhaka"
A Well-constructed 3100 Sq Ft Flat Is For Sale In Bashundhara R-A,30000000,4,5,"3,100","Block G, Bashundhara R-A, Dhaka"
Looking For A Flat In Uttara-6? Check This One.,30000000,4,4,"2,400","Sector 6, Uttara, Dhaka"
An Impressive And Cozy 2425 Sq. Ft Flat Is Ready For Sale At Bashundhara R-A - Block D.,30000000,4,3,"2,425","Block D, Bashundhara R-A, Dhaka"
Buy This Amazing 2600 Sq Ft Flat With 4 Beds In Dhanmondi-9,30000000,4,4,"2,600","Dhanmondi, Dhaka"
Lovely Apartment Of 2600 Sq Ft Is Up For Sale In Kallyanpur,30000000,4,5,"2,600","Kallyanpur, Mirpur, Dhaka"
2030 Sq Ft Apartment For Sale In Gulshan-1,29900000,3,3,"2,030","Gulshan 1, Gulshan, Dhaka"
"View This 2400 Square Feet Apartment For sale In Mohammadpur, Metropalitan Cooperative Society",29800000,4,5,"2,400","Mohammadpur, Dhaka"
1850 Sq Ft | Prominent Location | Vacant Apartment | Ready To Move,29600000,3,3,"1,850","Dhanmondi, Dhaka"
Buy This 2315 Sq Ft Apartment In The Nice Area Of Uttara-4,29600000,3,4,"2,315","Sector 4, Uttara, Dhaka"
Ready Apartment Of 1850 Sq Ft Is Now Available To Sale In Dhanmondi,29600000,3,3,"1,850","Dhanmondi, Dhaka"
Visit This Apartment For Sale In Uttara Near Bangladesh Maritime Training Institute.,29500000,2,2,"1,525","Sector 7, Uttara, Dhaka"
Vacant | Spacious 3 Bed Room | Best Layout | Prime Area | For Sale,29500000,3,3,"1,842","Dhanmondi, Dhaka"
Prime Location | West Facing Apartment | Spacious 3 Bed Room | Dhanmondi,29500000,3,3,"1,842","Dhanmondi, Dhaka"
1842 SFT Ideal Flat Is Available For Sale In Dhanmondi,29500000,3,3,"1,842","Dhanmondi, Dhaka"
Lovely Apartment Of 1842 Sq Ft Is Up For Sale In Dhanmondi,29500000,3,3,"1,842","Dhanmondi, Dhaka"
"2095 Square Feet Apartment Is Set For Sale In Uttara, Sector 13 Close To Lubana General Hospital",29500000,3,4,"2,095","Sector 13, Uttara, Dhaka"
Uncover Your Place In A 2350 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,29500000,3,5,"2,350","Avenue 1, Mirpur DOHS, Mirpur, Dhaka"
"See, This 3000 Sq Ft Apartment And Make It Your New Home Which Is Up For Sale In Block G, Bashundhara R-a",29500000,4,4,"3,000","Block G, Bashundhara R-A, Dhaka"
With An Awesome Environment A 3000 Sq Ft Residential Apartment Is Up For Sale At Bashundhara R-A,29500000,4,4,"3,000","Block G, Bashundhara R-A, Dhaka"
Offering You A Nice And Cozy 1800 Sq Ft Flat For Sale In Banani,29000000,3,3,"1,800","Banani, Dhaka"
There Is 3 Bedroom Apartment Up For Sale In The Location Of Dhanmondi Near Sunnydale.,29000000,3,4,"2,787","Dhanmondi, Dhaka"
A Nicely Build 2100 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Uttara -13.,29000000,3,4,"2,100","Sector 13, Uttara, Dhaka"
A Beautiful Apartment Is Up For sale At Uttara Near Atlantic Maritime Academy,29000000,3,5,"2,100","Sector 13, Uttara, Dhaka"
"In Bashundhara R-a, With A convenient Price, A 2350 Sq Ft Flat Is Up For Sale",29000000,4,4,"2,350","Block K, Bashundhara R-A, Dhaka"
"2350 Sq Ft Apartment Is Up For Sale In Bashundhara R-a, Block K",29000000,4,4,"2,350","Block K, Bashundhara R-A, Dhaka"
6353 Square Feet Flat Is Up Is For Sale In West Dhanmondi,29000000,5,6,"6,353","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
6357 Square Feet Huge Flat Is For Sale In West Dhanmondi And Shangkar,29000000,7,8,"6,357","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
Buy This 6357 Square Feet Flat In West Dhanmondi,29000000,7,8,"6,357","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
Visit This 6357 Square Feet Flat For Sale In West Dhanmondi And Shangkar,29000000,7,8,"6,357","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
Grab This Great 6357 Square Feet Flat For Sale In West Dhanmondi And Shangkar,29000000,7,8,"6,357","West Dhanmondi and Shangkar, Dhanmondi, Dhaka"
"A 2050 Sq Ft Apartment Is Up For Sale In Sector 4, Uttara",28700000,3,3,"2,050","Sector 4, Uttara, Dhaka"
"Buy This 2050 Sq Ft Flat Which Is Ready To Grow Your Home Experience In Sector 4, Uttara Nearby Uttara University English & Textile Engineering Department",28700000,3,3,"2,050","Sector 4, Uttara, Dhaka"
A Nicely Constructed Apartment Of 2800 Sq Ft Can Be Found In Bashundhara R-a For Sale,28500000,3,3,"2,800","Bashundhara R-A, Dhaka"
A 2212 Sq. Ft Apartment Which Is Up For Sale At Dhanmondi Near To Eastern University.,28500000,3,4,"2,212","Dhanmondi, Dhaka"
Uttara-6 Is Offering You A 2110 Sq Ft Apartment Ready For Sale,28500000,4,4,"2,110","Sector 6, Uttara, Dhaka"
This 2645 Sq. Ft Flat For Sale In Uttara -7 Is All About It .,28200000,4,3,"2,645","Sector 7, Uttara, Dhaka"
"We Bring You An Excellent Flat Of 2190 Sq Ft For Sale In Rupayan City, Uttara",28000000,3,3,"2,190","Sector 12, Uttara, Dhaka"
"2000 Square Feet Spacious Apartment For Sale In Niketan, Block B",28000000,3,3,"2,000","Block B, Niketan, Dhaka"
Get This Well Defined 1646 Sq Ft Flat For Sale In Shiddheswari,28000000,3,3,"1,646","Shiddheswari, Dhaka"
2193 Sq Ft Spacious Flat Is Ready For Sale In Uttara-7,28000000,3,4,"2,193","Road No 17, Sector 7, Uttara, Dhaka"
"In Banani, A 2390 Sq Ft Flat Is Ready For Sale",28000000,3,3,"2,390","Banani, Dhaka"
"This 2300 Sq Ft Flat Is Up For Sale Within Your Affordability, Is Located At Block D, Bashundhara R/A",28000000,4,4,"2,300","Block D, Bashundhara R-A, Dhaka"
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 2300 Sq Ft Space In Block D, Bashundhara R/A",28000000,4,4,"2,300","Block D, Bashundhara R-A, Dhaka"
"A Beautifully Constructed Apartment Of 2300 Sq Ft Is Vacant Right Now For Sale In Block D, Bashundhara R/A",28000000,4,4,"2,300","Block D, Bashundhara R-A, Dhaka"
We Are Offering You A 2640 Square Feet Flat Available For Sale In Bashundhara R-a,28000000,4,5,"2,640","Block J, Bashundhara R-A, Dhaka"
2200 Sq Ft Flat With 4 Pleasant Balconies Is Up For Sale In Uttara-1,28000000,4,4,"2,200","Sector 1, Uttara, Dhaka"
A Nicely Build 2640 Sq Ft And 4 Bedroom Apartment Is Vacant For Sale In Niketan .,28000000,4,4,"2,640","Niketan, Dhaka"
"Properly Constructed Flat For Sale In Uttara, Near Uttara Ideal College",28000000,5,5,"3,400","Sector 7, Uttara, Dhaka"
Take A Look To An Impressive Flat Of 2165 Sq Ft For Sale Located At Dhanmondi Very Close To Oxford International School,27800000,3,3,"2,165","Dhanmondi, Dhaka"
"This 1850 Square Feet Apartment Is Up For Sale In Baridhara, Block J",27700000,3,3,"1,850","Block J, Baridhara, Dhaka"
Grab This 1850 Square Feet Apartment For Sale In Baridhara,27700000,3,3,"1,850","Block J, Baridhara, Dhaka"
"Buy This 1850 Square Feet Apartment In Baridhara, Block J",27700000,3,3,"1,850","Block J, Baridhara, Dhaka"
"An Apartment Of 2380 Sq Ft Is Waiting For Sale At Bashundhara R-A, Block E.",27500000,4,5,"2,380","Bashundhara R-A, Dhaka"
2380 Sq Ft Organized Apartment For Sale In Bashundhara R-A,27500000,4,5,"2,380","Bashundhara R-A, Dhaka"
A Decent 2380 Sq Ft Flat Which Is Now For Sale In Bashundhara R-A,27500000,4,4,"2,380","Bashundhara R-A, Dhaka"
2245 Square Feet Residential Apartment For Sale At Bashundhara Next To Bashundhara Boro Masjid,27500000,4,4,"2,245","Block D, Bashundhara R-A, Dhaka"
"Experience The Ultimate Luxury Lifestyle Here In Uttara-6, A 3218 Sq. Ft Home Is Up For Sale.",27500000,4,4,"3,218","Sector 6, Uttara, Dhaka"
Offering You A 2200 Sq Ft Flat For Sale In Cantonment Near To Baitul Mamur Jame Mosque,27400000,4,4,"2,200","Cantonment, Dhaka"
Let Us Help You To Buy This 2200 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,27000000,3,3,"2,200","Avenue 3, Mirpur DOHS, Mirpur, Dhaka"
Grab This 2130 Square Feet Apartment Ready For Sale In Uttara-3,27000000,3,3,"2,130","Sector 3, Uttara, Dhaka"
2035 Sq Ft Flat Is Up For Sale In Dhanmondi,27000000,3,3,"2,035","Dhanmondi, Dhaka"
Get Comfortable In A 1700 Sq Ft Nice Flat For Sale In Gulshan 2,27000000,3,3,"1,700","Gulshan 2, Gulshan, Dhaka"
Grab This 2170 Sq Ft Standard Flat For Sale In Uttara-12,27000000,3,4,"2,170","Sector 12, Uttara, Dhaka"
A Nicely Constructed Apartment Of 1964 Sq Ft Is Available Right Now For Sale In Banani,27000000,3,3,"1,964","Banani, Dhaka"
"Wonderful Flat Of 2678 Sq Ft Is Available For Sale In Sector 3, Uttara",27000000,3,3,"2,678","Sector 3, Uttara, Dhaka"
"2181 Sq Ft Residential Apartment For saleIn Bashundhara, Block C",27000000,3,3,"2,181","Block C, Bashundhara R-A, Dhaka"
2350 SQ FT flat is now for sale in Uttara 3,27000000,3,4,"2,350","Sector 3, Uttara, Dhaka"
"Get A Look At This Lovely Flat For Sale Featuring 2850 Sq Ft In Block F, Bashundhara R/A",27000000,4,5,"2,850","Block F, Bashundhara R-A, Dhaka"
Get This Well Defined 1900 Sq Ft Flat For Sale In Shiddheswari,27000000,4,4,"1,900","Shiddheswari, Dhaka"
"Buy This Spacious 2800 Square Feet Flat Available In Bashundhara R-a, Block H",27000000,4,4,"2,800","Block H, Bashundhara R-A, Dhaka"
Get A Look At This Lovely Flat For Sale Featuring 2700 Sq Ft In Bashundhara R/A,27000000,4,4,"2,700","Block H, Bashundhara R-A, Dhaka"
A Nicely Constructed Apartment Of 2380 Sq Ft Can Be Found In Bashundhara R-a For Sale,26800000,4,4,"2,380","Bashundhara R-A, Dhaka"
A 2565 Sq Ft Beautiful Flat Is Available For Sale At Uttara 7,26800000,4,3,"2,565","Sector 7, Uttara, Dhaka"
1840 Square Feet Flat With 3 Bedrooms For Sale In Dhanmondi,26500000,3,3,"1,840","Dhanmondi, Dhaka"
"We Are Offering You This 2,374 sft Residential Apartment For Sale In Bashundhara",26500000,3,3,"2,374","Road No 10, Block A, Bashundhara R-A, Dhaka"
"A Perfect Flat Of 2170 Sq Ft For Living With Family Is Available For Sale At Dhaka Sector 12, Uttara",26500000,3,3,"2,170","Sector 12, Uttara, Dhaka"
A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,26500000,3,3,"2,374","Road No 10, Block A, Bashundhara R-A, Dhaka"
2615 Sq. Ft. Flat Is Now Up For Sale Located In Bashundhara R-a,26500000,3,4,"2,615","Block A, Bashundhara R-A, Dhaka"
Contact Us To Buy This 2700 Sq Ft House Which Is Now Available In Bashundhara R-a,26500000,4,4,"2,700","Block K, Bashundhara R-A, Dhaka"
"2250 Sq. ft Amazing Flat For Sale In Bashundhara R-a, Block E",26500000,4,5,"2,250","Block E, Bashundhara R-A, Dhaka"
Have A Look At This 2020 Sq Ft Property Which Is Up For Sale Located At Dhanmondi,26000000,3,3,"2,020","Dhanmondi, Dhaka"
"Look At This 2260 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",26000000,3,4,"2,260","Block J, Bashundhara R-A, Dhaka"
Perceive An Updated Home Experience In This 2200 Sq Ft Flat For Sale In Mirpur Dohs,26000000,3,3,"2,200","Avenue 4, Mirpur DOHS, Mirpur, Dhaka"
Amazing Flat Including 3 Bedroom Are Up For Sale In Gulshan 2,26000000,3,3,"1,962","Gulshan 2, Gulshan, Dhaka"
A Ready Flat Of 2090 Sq Ft Is Now For Sale In Niketan,26000000,3,3,"2,090","Block G, Niketan, Dhaka"
A Well-constructed 2090 Sq Ft Flat Is For Sale In Niketan,26000000,3,3,"2,090","Block G, Niketan, Dhaka"
Buy This 2013 Square Feet Flat Ready In Niketan,26000000,3,4,"2,013","Niketan, Dhaka"
Modern Home For Residents | 2490 Sq Ft Flat In Bashundhara R-a For Sale,26000000,3,4,"2,490","Block D, Bashundhara R-A, Dhaka"
Establish Your Peace In This Nice 2190 Square Feet Flat Which Is Available For Sale In Banani,26000000,3,3,"2,190","Banani, Dhaka"
"A 2170 Sq. Ft With 3 Bedroom Apartment Is For Sale At Mirpur, Near Aarong, Mirpur 12",26000000,3,4,"2,170","Avenue 2, Mirpur DOHS, Mirpur, Dhaka"
"Buy This 2640 Square Feet Flat In Bashundhara R-a, Block J",26000000,4,5,"2,640","Block J, Bashundhara R-A, Dhaka"
"Reside In This 2640 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",26000000,4,5,"2,640","Block J, Bashundhara R-A, Dhaka"
"2640 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",26000000,4,5,"2,640","Block J, Bashundhara R-A, Dhaka"
Choose This 2017 Sq Ft Apartment For Sale In Shiddeswari Road,26000000,4,4,"2,017","Shiddheswari, Dhaka"
